OBJECTID_1,AREA_NAME,HOOD_ID,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,POPULATION_2023,Shape__Area,Shape__Length
79,Palmerston-Little Italy,80,84,80,69,83,83,95,60,78,85,77,583.4143677,557.7633667,481.4065552,574.3944702,567.8319702,645.2050781,408.0244751,533.078186,579.9276733,523.8451538,13,16,14,15,20,13,16,11,24,14,90.29032135,111.5526733,97.67668915,103.8062286,136.8269806,88.29122162,108.8065262,75.17769623,163.7442932,95.2445755,47,52,54,52,65,48,65,28,32,33,326.4342346,362.5462036,376.7529602,359.8616028,444.6876831,325.9983826,442.0265198,191.3614044,217.7018845,224.5050659,54,44,40,37,46,51,48,32,36,35,375.0520935,306.7698669,279.0762634,256.0553589,314.7020569,346.3732605,326.4195862,218.6987457,245.6164246,238.1114349,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,6.834335804,6.822678566,13.60636806,29,16,30,14,21,10,9,9,13,21,201.4168701,111.5526733,209.3071899,96.88581085,143.668335,67.91632843,61.2036705,61.50902176,88.69482422,142.8668671,1,0,0,1,0,0,0,0,0,2,6.945409298,0,0,6.920415401,0,0,0,0,0,13.60636806,42,112,45,84,80,65,51,22,36,30,291.7071838,780.8687134,313.9607849,581.3148804,547.3079224,441.4561157,346.8208008,150.3553925,244.91462,204.09552,6,1,6,7,11,12,4,,7,8,41.67245483,6.972042084,41.86143875,48.44290543,75.25483704,81.49959564,27.20163155,,47.75875092,54.42547226,14699,1435255.54345703,4967.49937721841
80,University,79,134,155,124,160,126,129,74,92,110,127,1903.949951,2213.65332,1774.724487,2258.292236,1748.785522,1759.410767,1003.117798,1243.243286,1476.708252,1679.005859,8,7,13,7,10,12,6,6,16,7,113.6686554,99.97143555,186.0598297,98.80028534,138.792511,163.6661224,81.33387756,81.08107758,214.7939301,92.54362488,106,110,136,145,140,75,69,61,116,53,1506.109741,1570.979736,1946.472046,2046.577271,1943.095093,1022.913269,935.3395386,824.3243408,1533.580116,700.687439,73,60,51,64,74,91,59,32,39,55,1037.22644,856.8980103,729.927002,903.3168945,1027.064575,1241.134766,799.7830811,432.4324341,523.5601807,727.128479,0,0,0,1,0,1,0,0,0,,0,0,0,14.11432648,0,13.63884354,0,0,0,,48,24,34,23,20,16,9,12,14,14,682.0119629,342.7592163,486.6180115,324.6294861,277.585022,218.2214966,122.0008163,162.1621552,187.9446869,185.0872498,0,0,0,1,1,0,0,1,0,,0,0,0,14.11432648,13.87925053,0,0,13.51351357,0,,79,72,60,114,73,59,58,23,38,39,1122.478027,1028.277588,858.7376709,1609.033203,1013.185303,804.6917725,786.227478,310.8108215,502.3796933,515.6002197,7,10,6,6,18,7,6,5,12,11,99.46007538,142.8163452,85.87376404,84.68595886,249.8265076,95.47190094,81.33387756,67.56756592,161.0954437,145.425705,7564,1405204.4987793,4971.74289705384
81,Kensington-Chinatown,78,327,372,370,420,435,381,394,380,381,482,1764.801147,2029.681396,2033.9729,2251.045166,2265.861084,1935.287231,1969.606079,1879.141479,1849.963623,2270.479004,24,28,30,30,23,43,57,25,36,50,129.5266876,152.7717133,164.9167175,160.7889404,119.8041458,218.4182434,284.9430237,123.6277313,174.7997131,235.5268707,92,104,128,144,142,119,99,107,89,137,496.5189819,567.4378052,703.6446533,771.7869263,739.6604004,604.4597778,494.9010315,529.126709,419.237835,645.3436279,103,99,80,106,240,278,174,97,104,145,555.885376,540.1571655,439.7779236,568.1209106,1250.130249,1412.099365,869.8260498,479.6755981,504.9769287,683.0279541,0,1,5,0,3,0,1,2,1,1,0,5.456132889,27.48612022,0,15.62662792,0,4.999000072,9.890218735,4.855547428,4.710537434,79,54,67,91,79,47,43,25,42,46,426.3586731,294.6311646,368.3139954,487.7264404,411.5011902,238.7362213,214.957016,123.6277313,203.9329987,216.6847229,2,4,9,9,7,4,6,9,5,5,10.79389095,21.82453156,49.47501373,48.23668289,36.4621315,20.317976,29.99400139,44.50598526,24.27773666,23.55268669,540,510,530,431,285,350,191,91,96,104,2914.350586,2782.627686,2913.528564,2310.000977,1484.529663,1777.822876,954.809021,450.0049438,452.2115973,489.8959045,19,36,20,27,27,36,26,21,21,29,102.5419617,196.4207764,109.9444809,144.7100372,140.6396484,182.8617859,129.973999,103.8472977,101.9664993,136.6055908,21229,1534624.3059082,5024.35267570997
82,North St.James Town,74,153,158,136,160,167,228,232,261,221,276,808.75354,831.491394,711.3342896,824.0626221,846.5983887,1140.798584,1152.737793,1297.410156,1088.777222,1346.867065,22,11,17,14,9,20,27,20,15,10,116.2913589,57.88864517,88.91678619,72.10547638,45.62506485,100.0700455,134.1548309,99.41840363,73.89890289,48.79953003,44,59,61,66,40,54,50,27,36,41,232.5827179,310.4936218,319.0543518,339.9258423,202.7780609,270.1891174,248.4348602,134.2148438,175.6783135,200.0780792,71,72,52,48,71,70,61,45,37,40,375.3039551,378.9074707,271.9807434,247.2187958,359.9310608,350.2451782,303.0905151,223.6914063,182.2839661,195.1981201,2,2,0,0,0,0,0,0,1,,10.57194233,10.52520752,0,0,0,0,0,0,4.926593781,,35,30,21,34,30,34,35,16,23,29,185.0089874,157.8781128,109.8383789,175.1133118,152.0835419,170.1190796,173.9044037,79.53472137,113.3116531,141.5186462,1,0,2,1,6,2,1,3,4,1,5.285971165,0,10.46079826,5.150391579,30.41670799,10.00700474,4.968697071,14.91276073,19.70637512,4.879953384,93,89,153,53,87,99,76,37,64,56,491.5953064,468.3717651,800.2510376,272.9707336,441.0422668,495.3467407,377.6210022,183.9240417,312.3170018,273.2773743,6,3,8,8,3,15,9,3,5,9,31.71582603,15.78781223,41.84319305,41.20313263,15.208354,75.05253601,44.71827316,14.91276073,24.6329689,43.91957855,20492,423922.603271484,2574.40326107591
83,Moss Park,73,360,401,471,449,556,642,756,637,548,627,2052.802734,2195.575928,2476.861572,2297.145264,2760.812256,3103.248291,3582.768555,2980.5354,2516.531982,2823.434082,26,21,16,21,51,43,41,50,59,43,148.2579651,114.9802856,84.13967133,107.4388657,253.239975,207.8499603,194.3035889,233.9509583,270.9404907,193.6326447,100,103,117,140,135,108,107,95,90,99,570.2229614,563.9509277,615.2713623,716.2590942,670.3411255,522.041748,507.0849609,444.5068359,405.2776152,445.8053894,153,97,129,133,137,232,202,154,128,145,872.4411011,531.0994263,678.3760986,680.446106,680.2720947,1121.423096,957.3005981,720.5689697,587.8031006,652.9472656,1,1,2,3,4,3,2,1,3,7,5.7022295,5.475251675,10.51745892,15.3484087,19.86195946,14.50115967,9.478223801,4.679019451,13.77663517,31.52159309,123,136,124,99,160,140,136,88,66,56,701.3742676,744.6342773,652.0824585,506.4974976,794.4783936,676.7208252,644.5192261,411.7536926,303.085968,252.1727448,3,4,5,7,9,2,4,3,10,3,17.10668945,21.9010067,26.29364777,35.81295395,44.68940735,9.667440414,18.9564476,14.03705788,45.92211533,13.5092535,183,172,140,172,247,220,167,127,91,108,1043.508057,941.7433472,736.2221069,879.9754639,1226.475952,1063.418457,791.4317017,594.2354736,409.7806998,486.3331299,7,13,12,20,36,25,15,16,16,25,39.91560745,71.17827606,63.1047554,102.3227234,178.7576294,120.8430023,71.08667755,74.86431122,73.47538757,112.5771179,22207,1396902.2878418,6369.58565334189
84,Regent Park,72,103,104,122,122,139,172,144,179,127,160,938.6676636,943.1395874,1099.792603,1052.994995,1148.760376,1367.684448,1109.399048,1346.97876,926.0609741,1129.464966,9,14,3,10,10,23,11,9,11,12,82.01950073,126.9610977,27.04408264,86.31106567,82.64463043,182.8880463,84.74576569,67.72518921,80.21000671,84.70986938,30,27,39,37,45,45,30,14,15,27,273.3983459,244.8535461,351.5730591,319.3509521,371.9008179,357.8244324,231.1248016,105.3502884,105.8873359,190.5971985,33,30,25,29,27,65,28,32,25,40,300.7381897,272.0594788,225.3673553,250.3020935,223.1405029,516.8574829,215.7164917,240.8006592,182.2954712,282.3662415,1,0,1,4,2,1,1,1,0,,9.113278389,0,9.014694214,34.52442551,16.52892494,7.951653957,7.704160213,7.525020599,0,,22,18,18,18,30,17,13,16,11,20,200.4921112,163.2356873,162.2644958,155.3599243,247.9338837,135.1781158,100.1540833,120.4003296,80.21000671,141.1831207,6,4,8,9,10,6,7,2,3,2,54.67966843,36.27459717,72.11755371,77.67996216,82.64463043,47.70992279,53.92912292,15.0500412,21.87545586,14.11831188,57,59,45,39,70,59,42,22,27,34,519.4568481,535.050354,405.6612244,336.6131592,578.5123901,469.147583,323.5747375,165.5504608,190.5972046,240.0112915,8,5,2,2,4,6,4,6,5,8,72.90622711,45.34325027,18.02938843,17.26221275,33.05784988,47.70992279,30.81664085,45.1501236,36.45909119,56.47324753,14166,650277.03125,3258.90032155151
85,Cabbagetown-South St.James Town,71,86,105,127,100,116,146,140,125,136,131,740.9960327,913.8381348,1113.546631,867.9802246,993.8314209,1236.868896,1183.131958,1059.142578,1146.905029,1094.585571,8,7,9,8,19,23,15,5,19,19,68.92986298,60.92254257,78.91275787,69.43841553,162.7827301,194.8491974,126.7641373,42.36569977,160.2293854,158.7566833,64,73,67,49,86,61,48,38,38,31,551.4389038,635.335083,587.4616699,425.3103027,736.8060303,516.7739868,405.6452332,321.9793396,317.513369,259.0240784,72,68,52,58,41,110,70,68,67,53,620.3687744,591.8189697,455.9403687,503.4285278,351.2680054,931.8875122,591.565979,576.1735229,565.0194092,442.8475952,2,0,0,0,0,0,1,1,0,,17.23246574,0,0,0,0,0,8.450942039,8.473139763,0,,9,13,24,42,33,18,19,15,23,14,77.5460968,113.141861,210.434021,364.5516968,282.7279053,152.4906769,160.5679016,127.0970993,193.9618835,116.9786072,1,1,0,1,1,2,0,0,0,,8.616232872,8.703220367,0,8.679801941,8.567511559,16.94340897,0,0,0,,70,116,109,104,109,74,55,51,52,50,603.1362915,1009.573547,955.7211914,902.6994019,933.8588257,626.9061279,464.8018188,432.1301575,434.4919786,417.7807617,4,5,7,7,6,3,3,7,9,6,34.46493149,43.51610184,61.37659073,60.75861359,51.40507126,25.41511345,25.35282707,59.3119812,75.89812469,50.13368988,11968,1417918.51928711,5759.06262752587
86,South Riverdale,70,211,203,232,240,299,256,218,230,302,339,772.0453491,734.0444946,827.1829224,844.0302734,1033.636353,872.7966919,738.7075806,779.3704224,1014.784973,1124.937744,20,23,27,37,41,38,39,48,77,81,73.17965698,83.16760254,96.26698303,130.1213226,141.7360992,129.5557556,132.1541138,162.6512146,258.7365723,268.7904358,70,90,129,114,135,72,112,94,52,85,256.1287842,325.438446,459.9422302,400.9143677,466.6920166,245.4740753,379.5195007,318.5252991,172.5568276,282.0640564,88,98,150,93,91,132,143,135,102,97,321.9904785,354.3663025,534.8165283,327.0617065,314.5849915,450.0357971,484.5650635,457.456543,342.7419434,321.8848572,1,0,3,5,2,0,0,2,1,1,3.658982754,0,10.69633102,17.58396339,6.913955688,0,0,6.777133942,3.360214949,3.318400621,60,43,49,66,39,36,35,30,42,44,219.5389709,155.4872589,174.7067413,232.1083221,134.8221436,122.7370377,118.5998459,101.6570129,141.1290283,146.0096283,2,0,7,9,4,6,3,2,6,3,7.317965508,0,24.95810509,31.65113449,13.82791138,20.45617294,10.16570091,6.777133942,20.16129112,9.955201149,214,150,150,122,165,156,137,124,80,91,783.0223389,542.3973999,534.8165283,429.0487061,570.4013672,531.8604736,464.2336731,420.182312,265.4720425,301.9744568,17,17,22,26,24,21,22,21,22,27,62.2027092,61.47170639,78.4397583,91.43660736,82.96746826,71.59660339,74.54847717,71.15990448,73.92472839,89.59681702,30135,11030185.232666,42678.1504457333
87,Blake-Jones,69,77,71,65,64,67,73,58,51,59,81,962.5,892.5204468,819.3621826,799.9000244,827.3648071,893.4035034,708.786499,626.4586792,721.977478,984.3237305,6,5,5,8,10,8,7,5,9,7,75,62.85354996,63.02785873,99.98750305,123.4872818,97.90723419,85.54319763,61.4175148,110.1321564,85.0650177,12,15,12,16,6,18,20,20,6,11,150,188.5606537,151.266861,199.9750061,74.09236908,220.291275,244.4091339,245.6700592,72.91286912,133.6735992,20,28,23,17,27,18,27,27,22,34,250,351.9798889,289.9281616,212.4734344,333.4156494,220.291275,329.9523315,331.6546021,269.2119446,413.1729126,0,0,1,0,0,0,0,0,1,1,0,0,12.60557175,0,0,0,0,0,12.23690605,12.15214443,12,13,13,16,15,10,5,13,11,11,150,163.4192352,163.8724365,199.9750061,185.2309265,122.3840408,61.10228348,159.6855469,134.6059723,133.6735992,1,1,4,2,2,2,2,1,2,4,12.5,12.57071018,50.42228699,24.99687576,24.69745636,24.47680855,24.44091415,12.28350353,24.4738121,48.60857773,32,21,21,17,13,23,26,13,14,15,400,263.9849243,264.7170105,212.4734344,160.5334625,281.4833069,317.7318726,159.6855469,170.1300279,182.2821655,2,2,,2,1,4,5,2,1,3,25,25.14142036,,24.99687576,12.34872818,48.9536171,61.10228348,24.56700706,12.23690605,36.45643616,8229,941209.260253906,4042.83762584962
88,North Riverdale,68,49,65,51,66,55,73,35,54,76,80,400.6541443,536.6135254,423.6584167,545.0941772,451.1154785,595.7238159,286.8382263,445.7652283,628.6187134,657.4622192,12,10,7,10,11,21,14,15,31,27,98.11937714,82.55593109,58.14919281,82.59002686,90.22309875,171.3726196,114.7352905,123.8236771,256.4102478,221.8934937,27,25,30,27,49,38,36,17,21,15,220.7686005,206.3898315,249.2108307,222.9930573,401.9028931,310.1028137,295.0335999,140.3334961,172.5838264,123.2741623,43,51,41,28,34,43,34,32,29,32,351.5944519,421.0352478,340.5881348,231.2520599,278.8713989,350.9058228,278.6428528,264.1571655,239.8676605,262.9848633,0,0,1,1,0,0,0,1,0,1,0,0,8.307027817,8.259002686,0,0,0,8.254911423,0,8.218276978,20,34,31,24,18,22,15,5,9,9,163.5323029,280.690155,257.5178528,198.2160492,147.6378021,179.5332184,122.9306641,41.27455902,74.44168854,73.96450043,0,0,2,0,0,1,0,1,0,2,0,0,16.61405563,0,0,8.160600662,0,8.254911423,0,16.43655396,61,45,52,40,32,56,37,33,31,19,498.7734985,371.5016785,431.9654541,330.3601074,262.4671936,456.9936218,303.2289734,272.4120789,254.7666009,156.1472778,3,2,6,5,5,5,2,1,3,2,24.52984428,16.5111866,49.8421669,41.29501343,41.01049805,40.8030014,16.3907547,8.254911423,24.81389618,16.43655396,12168,1786063.19213867,5475.70847607407
89,Playter Estates-Danforth,67,48,38,68,66,51,74,71,53,95,106,622.4873657,492.866394,880.0310669,849.6395264,651.5906372,941.4758301,905.0350342,681.4091187,1222.651245,1365.275635,2,7,7,4,8,9,6,6,17,32,25.93697357,90.79118347,90.59143066,51.49330521,102.2102966,114.5038147,76.48183441,77.14065552,218.7902222,412.1586914,20,8,15,15,11,11,32,26,27,11,259.3697205,103.7613525,194.1244965,193.0998993,140.5391541,139.9491119,407.9031372,334.2761536,347.7588872,141.6795502,36,40,24,15,23,35,50,41,31,25,466.865509,518.8067627,310.5992126,193.0998993,293.8546143,445.2926331,637.3486328,527.1278076,398.9703979,321.9989624,0,0,0,0,2,0,0,0,0,,0,0,0,0,25.55257416,0,0,0,0,,13,11,10,6,6,10,7,12,14,18,168.590332,142.6718597,129.4163361,77.23995972,76.65772247,127.2264633,89.22880554,154.281311,180.1801758,231.8392639,0,0,0,2,1,2,1,1,1,2,0,0,0,25.7466526,12.77628708,25.44529343,12.74697304,12.85677528,12.87001324,25.75991821,27,21,9,24,20,66,30,33,41,26,350.1491394,272.3735352,116.4747009,308.9598389,255.5257416,839.6946411,382.4091797,424.2735901,528.0783101,334.8789368,,2,3,1,2,6,7,1,4,,,25.94033813,38.82490158,12.8733263,25.55257416,76.33587646,89.22880554,12.85677528,51.48005295,,7764,887588.452148438,4501.78910920767
90,Danforth,66,83,89,74,78,101,83,60,83,115,132,840.2510376,901.083313,747.0220337,781.0153198,1000.396179,816.607605,590.609314,821.9449463,1136.700562,1297.552368,8,4,5,4,11,8,7,22,22,25,80.98805237,40.49812698,50.4744606,40.0520668,108.9540405,78.70916748,68.90441895,217.8649292,217.4557648,245.7485504,10,11,26,10,23,28,39,65,31,13,101.2350693,111.3698502,262.4671936,100.1301727,227.8129883,275.4820862,383.8960571,643.6918335,304.7282021,127.7892456,39,40,41,29,30,40,40,51,57,23,394.8167725,404.9812622,413.890564,290.3775024,297.1473999,393.5458374,393.7395325,505.0505066,563.4081421,226.0886688,1,1,1,1,1,0,1,0,0,,10.12350655,10.12453175,10.09489155,10.0130167,9.904912949,0,9.843488693,0,0,,14,19,19,29,33,20,16,12,22,21,141.7290955,192.3661041,191.802948,290.3775024,326.8621216,196.7729187,157.4958191,118.8354111,217.4557648,206.4287872,0,1,1,1,1,1,1,0,2,2,0,10.12453175,10.09489155,10.0130167,9.904912949,9.838645935,9.843488693,0,19.76870537,19.6598835,39,60,18,15,29,58,59,50,40,28,394.8167725,607.4719238,181.7080536,150.1952515,287.2424622,570.6414795,580.7658081,495.1475525,393.1976801,275.2383728,2,4,4,3,5,4,2,5,3,5,20.24701309,40.49812698,40.37956619,30.03905106,49.52456284,39.35458374,19.68697739,49.51475525,29.65305901,49.14971161,10173,1119675.31640625,6233.29023224189
91,Greenwood-Coxwell,65,112,143,101,78,121,129,119,113,117,127,755.3277588,964.1965942,678.7634277,519.4459229,797.1014404,841.8167725,776.965271,741.5184937,765.105957,824.675354,16,17,13,13,17,29,30,18,24,29,107.9039688,114.6247711,87.36559296,86.57431793,111.9894562,189.2456207,195.8735962,118.1179886,156.944809,188.3116913,16,25,37,27,26,39,56,60,33,16,107.9039688,168.5658417,248.6559143,179.808197,171.2779999,254.5027466,365.6307068,393.7266235,214.2857143,103.8961029,48,34,62,33,38,48,41,38,35,23,323.7118835,229.2495422,416.6666565,219.7655792,250.3293762,313.2341309,267.6939087,249.360199,228.8778381,149.350647,2,0,0,0,1,0,0,0,1,1,13.4879961,0,0,0,6.58761549,0,0,0,6.539367199,6.493506432,16,18,14,25,20,11,23,15,33,7,107.9039688,121.3674088,94.08602142,166.4890747,131.7523041,71.78282166,150.169754,98.43165588,215.799118,45.45454407,2,1,1,1,0,5,2,2,1,,13.4879961,6.74263382,6.720429897,6.659563065,0,32.6285553,13.05823994,13.12422085,6.539367199,,52,64,59,36,65,100,100,59,39,36,350.6878967,431.5285645,396.5053711,239.744278,428.1950073,652.571106,652.9119873,387.1645203,253.2467532,233.7662354,5,7,7,8,6,5,4,6,7,3,33.71998978,47.19843674,47.04301071,53.27650452,39.52569199,32.6285553,26.11647987,39.37266159,45.77556992,19.48052025,15400,1675165.80297852,6843.0068886632
92,Woodbine Corridor,64,91,75,84,80,96,102,71,78,110,102,724.5799561,591.8560791,654.7155151,617.3792114,732.6566162,771.0916138,536.3753052,591.7608643,831.3179932,767.956604,7,10,10,5,12,8,11,13,19,32,55.73692322,78.91413879,77.94232178,38.58620071,91.58207703,60.47777557,83.10040283,98.62680817,143.5912933,240.9275665,5,14,30,18,21,24,32,19,14,9,39.81208801,110.4797974,233.8269653,138.9103241,160.2686462,181.4333191,241.7466125,144.1468811,105.4058124,67.76087952,32,25,52,30,24,33,34,31,24,25,254.7973633,197.2853546,405.3000793,231.5172119,183.1641541,249.4708252,256.8557739,235.1870117,181.378479,188.2246704,0,3,0,0,0,0,1,1,1,,0,23.67424202,0,0,0,0,7.554581642,7.586678028,7.557436466,,13,16,9,19,27,12,6,8,8,7,103.5114288,126.2626266,70.14809418,146.6275635,206.0596771,90.71665955,45.32749176,60.69342422,60.45949173,52.70290756,0,2,1,0,0,2,0,0,1,1,0,15.78282833,7.794232368,0,0,15.11944389,0,0,7.557436466,7.528986454,41,38,29,39,80,68,54,34,25,34,326.4591064,299.8737488,226.0327301,300.9723816,610.5471802,514.0610962,407.9474182,257.947052,188.224665,255.9855499,2,3,6,3,7,3,4,2,5,3,15.92483521,23.67424202,46.7653923,23.15172005,53.42288208,22.67916489,30.21832657,15.17335606,37.78718185,22.58695984,13282,1595664.3737793,5428.02138814825
93,The Beaches,63,88,110,84,113,100,84,87,91,121,113,399.9636536,500.1591492,380.8314819,506.8400879,442.8305664,368.2111206,380.8606567,399.5258484,528.8461304,489.2410278,8,24,7,11,32,21,24,30,54,58,36.36033249,109.1256332,31.73595619,49.33841705,141.70578,92.05278015,105.0650101,131.7118073,236.0139923,251.1148682,53,18,89,31,37,37,47,21,21,25,240.8871918,81.84422302,403.5000305,139.044632,163.8473053,162.1882324,205.7523041,92.19827271,90.92089882,108.2391663,45,42,77,34,43,58,64,39,43,39,204.5268555,190.9698486,349.09552,152.5005646,190.4171448,254.2409973,280.1733704,171.2253571,187.9370575,168.8531036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.329566479,17,14,16,48,11,16,7,17,20,16,77.26570129,63.65661621,72.53932953,215.2949066,48.71136475,70.13545227,30.64396095,74.63669586,87.41259003,69.27306366,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,8.766931534,0,0,0,,69,98,65,62,99,54,61,48,51,49,313.6078491,445.5963135,294.69104,278.0892639,438.4022522,236.7071381,267.0402222,210.7389069,220.8078971,212.1487579,8,5,3,7,5,9,10,8,8,16,36.36033249,22.73450661,13.60112476,31.39717484,22.14152908,39.45119095,43.77708817,35.12314987,34.96503448,69.27306366,23097,3595720.48486328,11297.1740986166
94,East End-Danforth,62,177,190,167,172,182,183,144,183,215,218,821.0028076,880.7713623,771.1488647,784.4210205,817.5733643,811.8539429,636.0424194,809.0900879,944.1834106,947.3729858,20,14,23,25,32,20,28,39,41,50,92.76868439,64.89894104,106.206131,114.0146866,143.7491608,88.727211,123.6749115,172.4290314,180.0535736,217.287384,40,46,51,38,45,31,49,42,45,27,185.5373688,213.2393799,235.5005493,173.3023224,202.1472473,137.5271759,216.4310913,185.6928101,195.5586459,117.3351898,80,90,77,63,79,62,61,67,69,44,371.0747375,417.207489,355.5596619,287.3170166,354.8807373,275.0543518,269.4346313,296.2242432,303.0169983,191.2128906,3,0,0,0,1,0,0,2,0,2,13.91530228,0,0,0,4.492161274,0,0,8.842514992,0,8.691494942,34,33,42,42,32,27,26,28,23,17,157.7067566,152.9760742,193.9416351,191.5446777,143.7491608,119.7817307,114.8409882,123.7952042,101.0056686,73.87770844,1,0,2,2,2,2,2,2,2,1,4.638433933,0,9.235316277,9.121174812,8.984322548,8.872720718,8.833922386,8.842514992,8.783101082,4.345747471,78,115,78,66,96,67,110,83,83,64,361.7978516,533.0984497,360.1773071,300.9987793,431.247467,297.236145,485.8657227,366.9643555,360.6970579,278.1278381,4,9,11,9,8,9,5,8,12,7,18.55373573,41.7207489,50.79423904,41.04528809,35.93729019,39.92724228,22.08480644,35.37005997,52.6986084,30.42023468,23011,2638981.39208984,7373.0721817403
